"","min_2","max_other","macro_score","micro_T8","micro_T4","micro_Myeloid"
"TWIST1",0.0216464547143013,1.22,-1.1983535452857,0,0.16,0.15
"TWISTNB",1.56821982055465,2.68,-1.11178017944535,0.43,1.43,2.46
"TMEM196",0,0,0,0,0,0
"MACC1",0.14655031137332,0.706001086661233,-0.559450775287913,0.49,0.18,0.69
"ITGB8",0.105837430350705,0.7,-0.594162569649295,0.15,0.32,0.29
"ABCB5",0.013084234677155,0.08,-0.066915765322845,0.12,0.04,0.06
"SP8",0.00736541598694943,0.0201955990220049,-0.0128301830350555,0.06,0.05,0.02
"SP4",0.431629282218597,1.65,-1.2183707177814,0.6,0.98,0.6
"DNAH11",0.1010668633235,0.41,-0.3089331366765,0.42,0.2,0.5
"CDCA7L",0.643269966131323,2.03690029883184,-1.39363033270052,0.93,1.85,0.96
"RAPGEF5",0.061141924959217,3.45,-3.38885807504078,0.36,0.27,0.18
"STEAP1B",0.0140697039222113,0.471681608258625,-0.457611904336414,0.02,0.06,0.4
"IL6",0.0824756910302633,3.92,-3.83752430896974,0.15,0.15,0.86
"TOMM7",5.60864600326264,6.56569953816898,-0.957053534906333,0.9,0.819999999999999,2.27
"FAM126A",0.869712479608483,2.14,-1.27028752039152,0.7,1.54,1.05
"KLHL7",1.11394983686786,1.72,-0.606050163132137,0.26,1.58,1.23
"NUPL2",1.1882911908646,1.94,-0.7517088091354,0.55,2.24,1.89
"GPNMB",0.911252594777669,4.23,-3.31874740522233,1.18,1.4,6.8
"MALSU1",1.92049755301794,2.56,-0.639502446982056,0.4,0.38,2.14
"IGF2BP3",0.0679285480170436,0.55,-0.482071451982956,0.1,0.15,0.58
"TRA2A",2.07692495921697,3.02,-0.943075040783035,0.49,0.53,3.21
"CCDC126",0.71401101141925,1.47,-0.75598898858075,0.3,1.45,3.46
"FAM221A",0.531282626427406,1.51,-0.978717373572594,0.29,1.15,1.13
"STK31",0.00368270799347471,0.35,-0.346317292006525,0.12,0.15,0.01
"NPY",0,0.0201955990220049,-0.0201955990220049,0,0,0
"MPP6",0.178853996737357,0.88,-0.701146003262643,0.47,0.5,0.58
"DFNA5",0.0541800502567464,0.6,-0.545819949743254,0.08,0.24,1.62
"OSBPL3",0.9599367862969,1.18,-0.220063213703099,0.6,1.29,2.33
"CYCS",4.50283034257749,5.03,-0.527169657422513,0.49,0.33,1.51
"C7orf31",0.293389070146819,0.814593860364031,-0.521204790217213,0.34,1.29,1.73
"NFE2L3",0.837935103244838,1.08,-0.242064896755162,0.18,1.02,2.7
"HNRNPA2B1",5.3423266721044,6.07,-0.727673327895595,0.65,0.34,4.59
"CBX3",3.76694738988581,4.09,-0.323052610114192,0.91,1.3,2.43
"SNX10",2.03039713755053,2.83713936430318,-0.806742226752648,0.99,2.1,6.04
"SKAP2",2.07339396919043,3.32,-1.24660603080957,0.49,0.85,3.61
"HOXA1",0.135344616639478,0.22,-0.084655383360522,0.25,0.33,0.21
"HOXA2",0,0.26,-0.26,0.08,0,0
"HOXA3",0.00991027732463295,1.19,-1.18008972267537,0.15,0.18,0.12
"HOXA4",0.00802032120616191,0.8,-0.791979678793838,0,0.03,0.33
"HOXA5",0.0376084343930952,2.87,-2.8323915656069,0.31,0.66,0.34
"HOXA6",0,0.41,-0.41,0.14,0,0
"HOXA7",0.0141455954323002,1.67,-1.6558544045677,0.23,0.66,0.31
"HOXA9",0.158868270799347,0.6,-0.441131729200652,0.62,0.66,0.76
"HOXA10",0.179573817292007,0.51,-0.330426182707994,0.89,1.51,1.61
"HOXA11",0.0124412760843439,0,0.0124412760843439,0.05,0,0.08
"HOXA13",0,0,0,0,0,0
"EVX1",0,0,0,0,0,0
"HIBADH",1.54113460067737,2.41,-0.868865399322627,0.25,1.02,2.17
"TAX1BP1",3.94963907014682,4.55,-0.600360929853181,0.62,0.65,3.21
"JAZF1",1.0967961324156,1.77,-0.673203867584399,0.58,2.12,1.93
"CREB5",0.0599694089369606,1.75,-1.69003059106304,0.27,0.32,2.03
"TRIL",0.00448486834917513,0.99,-0.985515131650825,0.02,0,0.02
"CPVL",0.291721839833934,1.63,-1.33827816016607,0.4,0.56,7.35
"CHN2",0.811120943952802,1.11,-0.298879056047198,0.73,0.59,2.99
"PRR15",0.114624166939801,0.46,-0.345375833060199,0.1,0.26,0.84
"WIPF3",0.058894779771615,0.19,-0.131105220228385,2.2,0.09,0.08
"SCRN1",0.180585600349612,1.41,-1.22941439965039,0.52,2.07,0.65
"FKBP14",0.420141483666557,1.88,-1.45985851633344,0.12,0.66,0.54
"PLEKHA8",0.394641109298532,0.676158652540071,-0.281517543241539,0.14,0.49,0.57
"MTURN",0.317451060358891,0.97,-0.652548939641109,0.29,0.57,0.48
"ZNRF2",0.765228384991843,0.790684596577017,-0.0254562115851739,0.59,1.6,1.25
"GS1-114I9.3",0,0,0,0,0,0.05
"NOD1",0.53663132137031,1.9,-1.36336867862969,0.53,0.65,0.7
"GGCT",2.44974926253687,3.39,-0.940250737463127,0.89,0.67,2.7
"RP4-777O23.3",0.0147308319738989,0.04,-0.0252691680261011,0.23,0.02,0.04
"GARS",1.98711460032626,2.83,-0.842885399673736,0.42,0.3,1.04
"CRHR2",0,0.09,-0.09,0,0.17,0
"INMT",0.0564274008521796,3.56,-3.50357259914782,0.08,0.17,0.34
"AQP1",0.442925816672129,6.77,-6.32707418332787,0.62,0.49,0.85
"GHRHR",0,0,0,0,0,0
"ADCYAP1R1",0,0.16,-0.16,0,0,0
"CCDC129",0.00836337812738993,0.0131594675359957,-0.00479608940860573,0.02,0.1,0.03
"PPP1R17",0,0,0,0,0,0.04
"PDE1C",0,0.99,-0.99,0,0,0.02
"LSM5",3.74223898858075,4.07019016571584,-0.327951177135088,0.56,1.58,2.04
"AVL9",1.11825244698206,1.41,-0.291747553017945,0.74,0.63,1.47
"KBTBD2",1.07317088091354,2.39,-1.31682911908646,0.31,1.38,1.69
"FKBP9",0.278832623183656,2.98,-2.70116737681634,0.21,0.42,0.61
"NT5C3A",3.01178017944535,3.42736756316218,-0.415587383716833,1.95,1.51,3.86
"RP9",0.891113376835237,1.65,-0.758886623164763,0.41,1.41,1.24
"BBS9",0.343146411092985,0.97,-0.626853588907015,0.52,0.79,0.47
"BMPER",0,0.35,-0.35,0,0,0
"DPY19L1",0.580942088091354,2.07,-1.48905791190865,0.39,0.75,0.9
"TBX20",0,0,0,0,0,0
"HERPUD2",1.74396615008157,2.84,-1.09603384991843,0.48,1.12,2.31
"SEPT7",4.2674836867863,5.9,-1.6325163132137,0.68,1.46,3.78
"EEPD1",0.764832841691249,1.7,-0.935167158308751,0.43,1.64,1.5
"KIAA0895",0.0237846655791191,0.3,-0.276215334420881,0.31,0.1,0.04
"ANLN",0.215095840130506,0.45,-0.234904159869494,1.06,0.21,0.38
"AOAH",2.27927182344586,3.85,-1.57072817655414,1.44,1.81,3.01
"ELMO1",1.48615212071778,2.71,-1.22384787928222,0.39,1.37,2.19
"GPR141",0.0334212826395717,0.93,-0.896578717360428,0.08,0.02,1.39
"EPDR1",0.381010597618267,1.97,-1.58898940238173,0.39,0.47,2.79
"NME8",0.0277329837211843,1.7,-1.67226701627882,0.07,0,0.43
"SFRP4",0.123121380967989,5.96,-5.83687861903201,0.26,0.3,0.6
"STARD3NL",2.33840380203212,3.65,-1.31159619796788,0.58,1.05,3.55
"AMPH",0.0546285370916639,0.13,-0.0753714629083361,0.38,0.16,0.29
"VPS41",1.52265541352562,1.91,-0.38734458647438,0.47,1.87,2.77
"POU6F2",0,0.0131594675359957,-0.0131594675359957,0.02,0,0
"YAE1D1",0.585346655791191,1.87,-1.28465334420881,0.69,1.44,0.77
"RALA",3.04191248770895,3.58,-0.538087512291052,1.05,0.97,2.6
"CDK13",1.0380383360522,1.69,-0.651961663947797,0.13,1.65,1.39
"MPLKIP",2.60794453507341,3.59,-0.98205546492659,0.21,1.35,1.35
"SUGCT",0.0106810766721044,1.78,-1.7693189233279,0.07,0.07,0.08
"INHBA",0.111058123019775,4.72,-4.60894187698023,0.22,0.24,2.58
"GLI3",0.00736541598694943,1.35,-1.34263458401305,0.07,0.18,0.02
"C7orf25",0.00911500815660685,0.32,-0.310884991843393,0.25,0.08,0.02
"MRPL32",2.2997471451876,3.69,-1.3902528548124,0.37,2.92,3.17
"HECW1",0,0.3,-0.3,0.05,0.08,0
"STK17A",1.70333401305057,4.77,-3.06666598694943,0.39,1.4,3.53
"COA1",2.036661908646,3.17302363488183,-1.13636172623582,1,1.06,3.68
"BLVRA",2.31420299355403,2.85,-0.535797006445974,0.41,2.5,3.58
"MRPS24",0.140493474714519,0.7,-0.559506525285481,0.26,0.3,0.23
"URGCP",0.465432300163132,1.57,-1.10456769983687,0.42,0.84,1.03
"UBE2D4",0.920635857096034,1.43,-0.509364142903966,0.55,1.02,0.97
"SPDYE1",0,0,0,0,0.08,0
"DBNL",3.60034688080411,3.74177125781038,-0.14142437700627,0.6,2.04,2.46
"PGAM2",0.00224306688417618,0.0164493344199946,-0.0142062675358184,0.08,0,0.01
"POLM",1.07486337683524,2.12,-1.04513662316476,0.48,0.67,1.14
"AEBP1",0.354880367092756,6.44,-6.08511963290724,0.66,0.82,1.25
"POLD2",1.63866231647635,2.86,-1.22133768352365,0.52,0.43,2.04
"MYL7",0,0,0,0,0,0
"GCK",0,0.51,-0.51,0,0.27,0
"YKT6",1.59618103354092,1.82071447976093,-0.224533446220019,0.41,1.65,4.18
"CAMK2B",0.0157463295269168,0.0740505297473513,-0.0583042002204345,0.16,0.2,0.18
"NUDCD3",1.18418230016313,2.13,-0.945817699836868,0.14,0.97,1.53
"NPC1L1",0.00672920065252855,0.04,-0.0332707993474715,0,0.07,0.03
"DDX56",1.39570350734095,2.67,-1.27429649265905,0.17,0.94,2.2
"TMED4",2.38428017944535,3.71688399891334,-1.33260381946799,0.46,0.82,2.92
"OGDH",1.12049551386623,1.65,-0.529504486133768,0.35,0.46,1.42
"ZMIZ2",0.846555872756933,2.08,-1.23344412724307,0.34,1.44,1.94
"PPIA",5.1388927406199,5.49,-0.351107259380098,0.21,1.02,1.26
"H2AFV",3.79231239804241,4.24,-0.447687601957586,0.65,0.55,1.76
"PURB",1.34347675367047,2.28,-0.936523246329527,0.51,1.22,1.57
"MYO1G",2.49212683523654,4.7,-2.20787316476346,0.59,1.56,3.12
"CCM2",1.81171288743883,3.5,-1.68828711256117,0.53,2.43,2.42
"NACAD",0.00368270799347471,0.59,-0.586317292006525,0.12,0,0.01
"TBRG4",1.58830342577488,1.91,-0.321696574225122,0.4,2.27,0.7
"RAMP3",0.0868327324374522,6.11,-6.02316726756255,0.23,0.16,0.76
"ADCY1",0.0192169657422512,0.72,-0.700783034257749,0.04,0.28,0.04
"IGFBP1",0.00703048180924287,0.56,-0.552969518190757,0,0.1,0.02
"IGFBP3",1.23190864600326,6.34,-5.10809135399674,1.65,1.83,1.64
"TNS3",1.19765705233257,2.57,-1.37234294766743,1.66,0.8,2.42
"HUS1",1.59100122349103,1.79,-0.198998776508972,0.55,0.83,1.9
"PKD1L1",0,0.37,-0.37,0,0,0.02
"SUN3",0.0328302196001311,0.14,-0.107169780399869,0.06,1.98,0.07
"C7orf57",0.0463176007866273,0.2,-0.153682399213373,0.18,0.1,0.16
"UPP1",3.15390691576532,3.89,-0.736093084234677,0.36,0.63,3.33
"ABCA13",0.0059257748776509,0.03,-0.0240742251223491,0.02,0.06,0.01
"VWC2",0.0127990822681088,0.1,-0.0872009177318912,0.11,0,1.53
"ZPBP",0,0,0,0,0,0
"C7orf72",0.00814487053425107,0,0.00814487053425107,0,0.21,0.14
"IKZF1",1.97348287112561,4.46,-2.48651712887439,0.43,1.04,3.77
"FIGNL1",0.244386215334421,0.82,-0.575613784665579,0.56,0.96,1.12
"DDC",0.0136949633999782,0.0361885357239881,-0.0224935723240099,0.01,0.07,0.12
"GRB10",0.184935540260024,3.19,-3.00506445973998,0.19,0.24,0.44
"COBL",0.0543617455138662,0.36,-0.305638254486134,0.1,0.2,0.46
"VSTM2A",0,0,0,0,0,0
"SEC61G",4.53152190538621,4.91,-0.378478094613787,0.17,1.46,2.66
"EGFR",0.138097891401726,1.78,-1.64190210859827,0.25,0.39,0.28
"LANCL2",0.396772022838499,0.94,-0.543227977161501,0.85,0.59,0.61
"VOPP1",1.98142536704731,3.47826677533279,-1.49684140828548,0.8,0.8,3.83
"SEPT14",0,0,0,0.03,0,0
"ZNF713",0.0655709624796085,0.29,-0.224429037520392,0.14,1.17,0.14
"GBAS",2.04645744564624,2.82,-0.773542554353764,0.48,2.21,2.79
"PSPH",0.38538948978477,0.903751697908177,-0.518362208123407,0.37,0.5,0.54
"CCT6A",3.06360929853181,3.97,-0.906390701468189,0.65,1.16,1.75
"SUMF2",2.44775897226754,3.66,-1.21224102773246,0.39,0.819999999999999,3.3
"PHKG1",1.13909461663948,2.24,-1.10090538336052,0.04,1.98,5.11
"CHCHD2",5.76902732463295,6.07,-0.300972675367048,0.37,0.470000000000001,1.48
"ZNF479",0,0,0,0,0,0
"ZNF716",0,0,0,0.07,0,0
"ZNF727",0,0.08,-0.08,0.05,0.06,0
"ZNF679",0,0,0,0,0,0.1
"ZNF736",0.444567699836868,0.716267318663407,-0.271699618826539,0.21,0.58,0.55
"ZNF680",0.795652528548124,1.61,-0.814347471451876,0.18,0.81,1.5
"ZNF107",0.282756933115824,1.14394729693018,-0.861190363814358,0.61,0.93,1.26
"ZNF138",0.491719004893964,1.73,-1.23828099510604,0.55,1.14,0.65
"ZNF273",0.402128874388254,0.9,-0.497871125611746,0.54,1.72,0.78
"ZNF117",0.297983174915328,0.93,-0.632016825084672,0.12,0.62,0.76
"ERV3-1",1.00753058727569,2.82,-1.81246941272431,0.27,0.33,1.62
"ZNF92",0.697167618270799,1.59621570225482,-0.899048083984023,0.42,2.35,1.44
"VKORC1L1",0.699176226373866,1.73,-1.03082377362613,0.25,0.9,1.38
"GUSB",2.55594176772643,3.03,-0.474058232273571,0.1,2.64,2.7
"ASL",1.67996722386103,2.67,-0.990032776138971,0.59,1.7,1.29
"AC068533.7",0,0,0,0,0,0
"CRCP",0.921282626427406,1.76,-0.838717373572594,0.62,2.43,1.19
"TPST1",0.0843188025783896,3.2,-3.11568119742161,0.12,0.66,1.68
"KCTD7",0.500642332789559,0.83,-0.32935766721044,0.49,0.93,0.95
"TMEM248",2.28499184339315,2.99,-0.705008156606852,0.6,1.38,1.5
"SBDS",2.674588091354,4.42,-1.745411908646,0.61,0.98,3.59
"TYW1",0.476914763458401,1.21,-0.733085236541599,0.22,1.49,0.98
"AUTS2",0.10125,1.57,-1.46875,1.35,1.02,1.92
"WBSCR17",0,0.43,-0.43,0,0,0
"CALN1",0,0,0,0.06,0,0
"TYW1B",0.0630995106035889,0.31,-0.246900489396411,0.34,0.59,0.25
"POM121",0.882597879282219,1.75,-0.867402120717781,0.28,0.97,1.17
"TRIM74",0,0,0,0,0,0
"NSUN5",1.35616843393148,1.84,-0.483831566068516,0.23,1,0.95
"TRIM50",0,0,0,0,0,0
"FKBP6",0,0.03,-0.03,0,0,0.1
"FZD9",0,0,0,0,0,0.01
"BAZ1B",1.26995717781403,2.25,-0.980042822185971,1.11,0.35,2.36
"BCL7B",2.07400693311582,2.99,-0.915993066884176,0.55,0.52,3.77
"TBL2",1.14890145307549,1.73,-0.581098546924506,0.19,2.05,1.41
"MLXIPL",0.0571708729378346,0.12,-0.0628291270621654,0.35,0.13,0.34
"VPS37D",0.00301794453507341,0.12,-0.116982055464927,0.06,0.07,0.01
"DNAJC30",1.09961867862969,2.07,-0.97038132137031,0.19,0.81,1.43
"WBSCR22",2.60339926590538,3.64411572942135,-1.04071646351597,0.37,0.95,1.42
"STX1A",0.339533034257749,0.61,-0.270466965742251,0.32,0.95,0.79
"ABHD11",1.26211256117455,1.53865254007063,-0.276539978896082,0.25,0.55,2.22
"CLDN3",0.791186786296901,1.73071176310785,-0.93952497681095,0.88,1.42,1.24
"CLDN4",1.44059951060359,2.59042651453409,-1.14982700393051,1.43,0.71,1.92
"WBSCR27",0.302563640336502,0.288120076066286,0.0144435642702154,0.4,0.98,0.53
"WBSCR28",0.00541844204086092,0,0.00541844204086092,0,0.07,0.04
"ELN",0.0590194471757894,4.24,-4.18098055282421,0.19,0.26,0.17
"LIMK1",1.39156396809789,1.77521054061396,-0.383646572516072,0.62,1.06,1.5
"EIF4H",2.53460236541599,3.39,-0.855397634584013,0.33,0.55,1.39
"LAT2",1.27030372555446,3.35460744362945,-2.08430371807499,2.41,1.51,4.32
"RFC2",1.51837683523654,2.42,-0.901623164763458,0.77,2.03,2.35
"CLIP2",0.131980771331804,1.32,-1.1880192286682,0.26,0.12,0.43
"GTF2IRD1",0.137124440074293,0.68,-0.542875559925707,0.31,0.38,1.26
"GTF2I",0.811533442088091,1.64,-0.828466557911909,0.89,0.75,1.28
"NCF1",1.82357150660985,3.47801412659603,-1.65444261998618,1.96,0.83,3.07
"GTF2IRD2",0.196119494290375,0.91,-0.713880505709625,0.68,0.96,0.57
"GTF2IRD2B",0.245993066884176,0.52,-0.274006933115824,0.73,0.63,0.41
"TRIM73",0,0,0,0,0.12,0
"POM121C",0.865577079934747,1.86,-0.994422920065253,0.21,0.96,1.21
"SPDYE5",0,0.05,-0.05,0.06,0.22,0
"HIP1",0.752885399673736,2.83,-2.07711460032626,0.44,0.77,0.89
"CCL26",0.0408860482901781,2.22,-2.17911395170982,0.08,0.08,0.97
"CCL24",0,0,0,0,0,0.01
"RHBDD2",2.89722063621533,2.99,-0.0927793637846661,0.39,0.73,3.53
"POR",1.92836663947798,2.81,-0.881633360522023,0.2,1.05,2.29
"TMEM120A",2.00640391128592,2.73,-0.723596088714082,0.37,1.13,2.52
"STYXL1",1.89171900489396,1.96,-0.0682809951060359,0.86,0.84,2.04
"MDH2",3.74360318107667,4.18809834284162,-0.444495161764947,0.33,2.47,2.25
"SRRM3",0.0118130667540697,0.82,-0.80818693324593,0.02,0.11,0.14
"HSPB1",5.65001420299355,7.02,-1.36998579700645,1.2,1.96,1.69
"YWHAG",1.88239648202775,3.42,-1.53760351797225,0.38,0.81,3.26
"SSC4D",0.0395777340762592,0.17,-0.130422265923741,0.16,0.05,0.21
"ZP3",0.26552004807167,0.84,-0.574479951928329,0.41,0.49,0.82
"DTX2",1.13021304490331,1.13814724259712,-0.0079341976938101,0.6,1.27,1.42
"UPK3B",0,0.27,-0.27,0.21,0.07,0
"POMZP3",0.302416147711133,0.47,-0.167583852288867,0.14,0.37,0.47
"CCDC146",0.151078711256117,0.545101874490628,-0.39402316323451,1.03,0.84,1.31
"FGL2",1.52753414181143,3.12,-1.59246585818857,0.59,1.74,4.59
"GSAP",0.749874358133945,4.07,-3.32012564186605,0.71,1.27,1.83
"PTPN12",0.953268327324374,3.44,-2.48673167267563,0.45,1.18,4.99
"RSBN1L",2.26208197389886,3.71,-1.44791802610114,0.53,0.46,3.29
"TMEM60",2.28747514476128,2.44,-0.15252485523872,0.73,0.83,3.84
"PHTF2",1.05900081566069,1.75,-0.690999184339315,0.75,3.49,2.14
"MAGI2",0.0111867862969005,0.43,-0.418813213703099,0.11,0.11,0.02
"GNAI1",0.193986541598695,2.59,-2.3960134584013,1.23,1.12,0.96
"CD36",0.188019228668196,3.54,-3.3519807713318,0.24,0.33,3.33
"SEMA3C",0.319739429695182,2.01,-1.69026057030482,0.75,0.59,2.24
"HGF",0.00333005571943625,2.21,-2.20666994428056,0,0.02,0.81
"CACNA2D1",0,1.25,-1.25,0,0,0.75
"PCLO",0.0124612561174551,0.12,-0.107538743882545,0.02,0.17,1.23
"SEMA3E",0,0.07,-0.07,0,0,0
"SEMA3A",0.0245875669179504,1.1,-1.07541243308205,0.14,0.06,0.09
"SEMA3D",0.0286905932481154,0.75,-0.721309406751885,0.13,0.08,0.31
"GRM3",0,0.18,-0.18,0.09,0.22,0
"KIAA1324L",0.0777854812398042,1.77,-1.6922145187602,0.22,0.41,0.34
"DMTF1",1.00482055464927,2.18,-1.17517944535073,0.63,1.75,1.45
"TMEM243",2.2445575040783,4.5893778864439,-2.3448203823656,0.0800000000000001,1.5,2.36
"CROT",0.637752854812398,1.08,-0.442247145187602,0.29,1,1.56
"ABCB4",0.00829782584944827,0.664623743547949,-0.656325917698501,0.02,0.06,0.17
"ABCB1",0.0862948613376835,1.62,-1.53370513866232,0.6,0.98,0.43
"RUNDC3B",0.00736541598694943,1.18,-1.17263458401305,0.09,0.15,0.02
"SLC25A40",1.06595979460286,1.00130127682695,0.0646585177759134,0.5,1.39,1.4
"DBF4",1.06237561174551,1.88,-0.817624388254486,0.72,2.35,1.53
"ADAM22",0.0189416802610114,0.34,-0.321058319738989,0.67,0.09,0.59
"SRI",4.04503670473083,4.57,-0.524963295269168,0.34,1.74,2.46
"STEAP4",0.197830765869114,2.39,-2.19216923413089,0.27,0.43,1.04
"STEAP1",0.330422104404568,3.74,-3.40957789559543,0.69,0.76,0.58
"STEAP2",0.0457565825412433,2.6,-2.55424341745876,0.05,0.19,0.12
"CFAP69",0.0148721730580138,1.06,-1.04512782694199,0.07,0,0.17
"GTPBP10",0.572601957585644,1.26,-0.687398042414356,0.4,0.61,0.61
"CLDN12",0.270360537528679,1.54,-1.26963946247132,0.25,0.57,0.48
"CDK14",0.199186605484541,1.79454224395545,-1.59535563847091,0.38,0.4,0.76
"FZD1",0.0300027313449142,2.05,-2.01999726865509,0.1,0.11,0.83
"MTERF1",0.485774877650897,1.16286063569682,-0.677085758045924,0.61,1.65,1.02
"AKAP9",2.42372756933116,3.87,-1.44627243066884,0.25,1.23,3.45
"CYP51A1",0.0901672104404568,0.34,-0.249832789559543,0.19,0.22,0.36
"LRRD1",0,0.01,-0.01,0.04,0.26,0
"KRIT1",1.18131117455139,2.25,-1.06868882544861,0.16,2.25,1.42
"ANKIB1",1.26226141924959,2.11,-0.847738580750408,0.9,1.62,1.78
"GATAD1",1.41860929853181,2.29,-0.871390701468189,0.46,2.18,1.53
"ERVW-1",0,0.01,-0.01,0,0,0
"PEX1",0.682449021207178,1.54,-0.857550978792822,0.51,1.79,0.92
"RBM48",0.689712479608483,1.48,-0.790287520391517,0.1,1.72,1.53
"FAM133B",1.92957789559543,2.68,-0.750422104404568,0.36,0.8,0.99
"CDK6",0.998423735725938,1.68,-0.681576264274062,0.93,0.85,1.62
"SAMD9",2.34695554649266,3.64,-1.29304445350734,1.67,2.12,3.63
"SAMD9L",2.70464314845024,2.98,-0.275356851549755,1.74,3.07,4.2
"HEPACAM2",0.041557911908646,0.0684161912523771,-0.0268582793437311,0.15,0.05,0.2
"CALCR",0,0.0690872045639772,-0.0690872045639772,0,0,0.09
"GNGT1",0.00648450244698206,0.148044009779951,-0.141559507332969,0.2,0.19,0.2
"TFPI2",0.0767822185970636,2.27,-2.19321778140294,0.37,0.36,4.64
"GNG11",0.46333661094723,6.81,-6.34666338905277,0.88,1.03,3.02
"BET1",1.93266109298532,2.84525129041021,-0.912590197424896,0.33,0.81,2.72
"COL1A2",1.00754670599803,9.19,-8.18245329400197,1.26,1.33,1.87
"CASD1",0.528134176182708,1.36,-0.831865823817292,0.14,0.84,0.76
"SGCE",0.078060766721044,3.76,-3.68193923327896,0.39,0.29,0.22
"PEG10",0.164569738988581,0.81988046726433,-0.65531072827575,0.2,0.29,0.26
"PPP1R9A",0.0587275693311582,0.67,-0.611272430668842,0.51,0.26,0.15
"AC002429.5",0,0,0,0,0,0
"PON1",0,0,0,0.11,0,0
"PON3",0.0897675367047308,0.31,-0.220232463295269,1.35,0.26,0.17
"PON2",1.51418433931485,4.51,-2.99581566068515,1.28,1.4,2.5
"ASB4",0,0.12,-0.12,0.13,0,0
"PDK4",0.343945700863105,4.78,-4.4360542991369,0.53,0.66,4.51
"DYNC1I1",0.0161903201136239,0.84,-0.823809679886376,0.1,0.14,0.12
"SLC25A13",0.64806784660767,1.91,-1.26193215339233,0.26,1.68,1.38
"DLX6",0,0.09,-0.09,0.03,0,0
"DLX5",0,1.12,-1.12,0,0.04,0
"TAC1",0.00224306688417618,0.06,-0.0577569331158238,0.14,0.11,0.01
"ASNS",0.222626427406199,1.30844879108938,-1.08582236368318,0.27,1.78,0.78
"LMTK2",0.253042414355628,0.59,-0.336957585644372,0.42,0.59,0.75
"BHLHA15",0,0,0,0,0,0
"TECPR1",0.813945758564437,2.65,-1.83605424143556,0.36,1,1.22
"BRI3",1.03795422265924,2.75,-1.71204577734076,0.12,1.06,3.7
"BAIAP2L1",0.194384176182708,1.15,-0.955615823817292,0.16,0.72,0.28
"NPTX2",0,1.42,-1.42,0.08,0.39,0
"TMEM130",0.00174959216965742,0.38,-0.378250407830343,0.03,0.08,0.02
"TRRAP",0.55672308319739,1.29,-0.73327691680261,0.24,0.96,1.1
"SMURF1",0.440715742251224,1.22,-0.779284257748776,0.39,1.37,0.67
"KPNA7",0.00736541598694943,0.0164493344199946,-0.00908391843304514,0,0.07,0.02
"ARPC1A",2.4912897410685,4.13,-1.6387102589315,0.56,0.47,2.75
"ARPC1B",5.99001857314542,6.17,-0.179981426854583,0.609999999999999,1.85,1.97
"PDAP1",3.09621737357259,3.81,-0.713782626427406,0.22,1.42,3.71
"BUD31",3.60975530179445,3.9,-0.290244698205546,0.55,2,1.81
"PTCD1",0.426566068515498,0.84,-0.413433931484502,0.51,1.63,1.26
"ATP5J2-PTCD1",0.0127365415986949,0.03,-0.0172634584013051,0.11,0,0.03
"CPSF4",0.996317292006525,1.85,-0.853682707993475,0.51,1.52,1.5
"ATP5J2",4.9833693870862,4.74,0.243369387086201,0.59,1.09,1.79
"ZNF789",0.310203915171289,0.695069274653627,-0.384865359482338,0.67,0.64,1.44
"ZNF394",1.58383972267537,3.31,-1.72616027732463,0.47,1.37,2.56
"ZKSCAN5",0.272797716150082,1.05,-0.777202283849918,0.31,0.64,0.66
"FAM200A",0.270424143556281,0.92,-0.64957585644372,0.37,0.79,0.57
"ZNF655",2.41330138662316,3.62,-1.20669861337684,0.23,0.88,1.11
"GS1-259H13.2",0.00672920065252855,0.79,-0.783270799347471,0.54,0.16,0.03
"ZSCAN25",0.192834420880914,0.91,-0.717165579119087,0.57,1.13,0.74
"CYP3A5",0.161502854812398,1.01,-0.848497145187602,0.32,1.61,1
"CYP3A7",0,0.06,-0.06,0,0,0
"CYP3A4",0,0.01,-0.01,0,0,0
"CYP3A43",0,0.00657973376799783,-0.00657973376799783,0.02,0,0
"OR2AE1",0.00224243417458757,0,0.00224243417458757,0.01,0,0.03
"TRIM4",1.40096044045677,2.12456126052703,-0.723600820070261,0.34,1.98,2.01
"GJC3",0.0187724306688418,0.48,-0.461227569331158,0.32,0.17,0.05
"AZGP1",0.557495921696574,1.2825210540614,-0.725025132364822,0.77,1.02,1.11
"ZKSCAN1",1.3096839314845,2.86,-1.5503160685155,0.21,1.51,1.54
"ZSCAN21",0.393032218597064,0.84,-0.446967781402936,0.41,0.62,0.59
"ZNF3",0.764653344208809,1.84,-1.07534665579119,0.46,0.52,1.26
"COPS6",3.32108278955954,4.37,-1.04891721044046,0.37,0.62,1.82
"MCM7",0.94512030995106,2.23,-1.28487969004894,1.64,1.52,2.76
"AP4M1",0.60759176182708,1.54,-0.93240823817292,0.51,0.91,1.91
"TAF6",0.864820554649266,2.1,-1.23517944535073,0.32,0.76,1.55
"CNPY4",0.482206362153344,2.57,-2.08779363784666,0.31,0.82,1.28
"MBLAC1",0.141335644371941,0.37,-0.228664355628059,0.26,0.25,0.43
"LAMTOR4",4.89766360756036,5.26,-0.362336392439637,0.36,0.319999999999999,1.15
"C7orf43",0.401655791190865,0.72,-0.318344208809135,0.09,1.02,0.68
"GAL3ST4",0.0418573145416803,0.92,-0.87814268545832,0.09,1.55,1.69
